Name,TypeofKiller,Sex,Race,WhiteMale,WhiteMale20s,NumVics,country,state,County,City,US,birthyear,BirthDate,BirthPlace,Age1stKill,AgeLastKill,AgeGroup,MidtoLate20s,DateFirst,DateFinal,VictimCode,Code,Type,Height,Raised,FamEvent,AgeEvent,Rasied2,BirthRank,BirthCat,NumSibs,SchoolProb,Teased,Educ,Degree,IQ1,IQ2,VerbalIQ,PerfIQ,Military,Branch,Combat,Killed,AppliedCop,WorkedCop,Fired,Attrac,PhyDef,SpchDef,XYY,BrainAb,Chem,HeadInj,PoliceGroupie,BedWet,Animal,Fire,PsychAbuse,PhysAbuse,SexAbuse,ParMarSta,DadStable,MomStable,DadSA,MomSA,Killerabusealcohol,Killerabusedrugs,Married?,MaritalStatus,NumberofChildren,LivChild,LiveWith,SexualOrientation,Occupation,PreviousArrests,Previousjailorprisontime,AgeKill,AgeSeries,KilledPriortoSeries,KillMethod,KillwithHands,Weapon,Gun,Partner,MethodDescription,PartName,PartnerRelation,PartSex,VicSex,#Male,#Female,RaceofVictim,#White,#Black,#Hisp,#Asian,NatAm,VicAge,VicAgeAdult,ChildVictim,ActualAges,GetToCrime,LocAbduct,LocKilling,Rape,Torture,Soughtvictimtokill,Overkill,Quick,Blindfold,Bound,Mutilate,Totem,SexDeath,AteBody,DrankBlood,Posed,BodyTotem,ItemTotem,News,BodyLeft,LeftHidden,LeftBuried,Moved,MovedHide,MovedBuried,CutUp,TakenHome,DisorPoints,OrgDis,Mental,MentalFac,PsychologicalDiagnosis,DateArrested,KilledinmateorguardinPrison,WantAds,Confessed,NGRI,Sentence,Exec,DateDeath,Suicide,DeathMeth,SuspectedDeaths,ConfessedDeaths,ConvictedDeaths,YearsBetweenFirstandLast,YearFirst,YearFinal,2010,2000,1990,1980,1970,1960,1950,1940,1930,1920,1910,1900,Century,DecadeStarted,Otherinformation,Nickname,Organizational,FrequencyCategory
"Charles,Johnny",Serial-Organizational-Gang,1,2,0,0,9,US,FL,Miami-Dade,Miami,1,1984,,US-FL-Miami,18,19,10,0,2002,2003,10.3,8,GangActivity,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,18,18,0,2,0,3,,1,Shoot,Gang-Eastsiders,Gang/CriminalEnterprise,,,,,2,0,9,0,0,0,,1,0,"17,19,21",,,,0,0,1,0,1,0,0,0,,0,0,0,0,0,,,1,0,0,0,0,0,0,0,,,,,,,0,0,,0,,,,,,9,,,1,2002,2003,0,1,0,0,0,0,0,0,0,0,0,0,2000,2000,,,1,6+
"Charles,Robert(akaLevi)",Serial-selfproclaimed,1,2,0,0,9,US,"LA,MS","Orleans,Sharkey,Warren","NewOrleans,RollingFork,Vicksburg",1,,,,,,,,7/24/1900,7/28/1900,6.4,7.1,Avoidarrest-killedpolice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,3,2,0,Shoot,,,,1,9,0,7,8,1,0,0,0,,1,0,"37,43,45,48,65",,,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,,1,0,0,0,0,0,0,0,,,,,,,0,0,1,0,5,0,1901,0,4,9,3,0,0,1900,1900,0,0,0,0,0,0,0,0,0,0,0,1,1900,1900,,,0,6+
"Charleston,Shavonda#152010",Serial-Twoevents,2,2,0,0,4,US,KY,Jefferson,Louisville,1,1979,1/7/1979,,20,21,20,0,10/10/1999,3/26/2000,5.2,9.1,Convenience-Didn'twantbabies,60,,,,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,4,,,1,,,,20,20,0,8,1,,0,0,Smother,,,,2,0,4,2,0,4,0,0,0,,0,1,"0,1,2,5",,,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,,,,0,,6/27/2000,0,0,0,0,2,0,,,,4,0,4,1,1999,2000,0,1,1,0,0,0,0,0,0,0,0,0,1900,1990,,,0,4
"Chase,HaroldGlenn",Serial,1,1,1,0,3,US,"WA,CA","Skagit,Snohomish,SanFrancisco","SedroWoolley,Everett,SanFrancisco",1,1929,4/15/1929,US-WA-SnohomishCounty,19,22,10,0,1/28/1949,1951,11,1.1,FinancialGain-Robbery,73,1,,,0,4,3,3,,0,8,None,100,,,,1,1,0,0,1,1,,,,,,,,1,,,,1,,,,,1,1,,,,,0,1,0,,,1,,1,0,19,19,0,"1,5",1,,0,0,"Bludgeon,Strangle",,,,1,3,0,1,3,0,0,0,0,,1,0,"50,52",,,,0,0,0,0,1,0,,0,,0,0,0,0,0,,,1,0,0,0,1,0,0,0,,3,,1,,11/28/1951,0,0,1,0,2,0,7/10/1984,1,4,3,5,1,2,1949,1951,0,0,0,0,0,0,1,1,0,0,0,0,1900,1940,,,0,3
"Chase,RichardTrenton",Serial,1,1,1,1,6,US,CA,Sacramento,Sacramento,1,1950,5/23/1950,US-CA-SantaClara,27,27,20,1,12/29/1977,1/27/1978,7.1,3.01,Enjoyment-Rape,71,1,1,22,0,1,1,1,0,1,12,Diploma,95,,,,0,,,,0,0,0,3,0,0,0,0,0,0,0,1,1,1,1,1,0,1,3,1,1,3,1,1,0,1,0,,0,1,Unemployed,1,1,27,27,0,2,0,3,1,0,Shoot,,,,3,4,2,1,6,0,0,0,0,8,1,1,"1,6,22,37,51,52",4,1,"1,5",1,1,0,1,1,0,0,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,0,1,3,2,1,1,ParanoidSchizophrenia,1/29/1978,0,0,1,1,3,0,12/26/1980,1,6,6,6,6,1,1977,1978,0,0,0,0,1,0,0,0,0,0,0,0,1900,1970,,,0,6+
"Chase,XavierDenmark#215010",Serial-Twoevents,1,2,0,0,3,US,MI,Wayne,"Warren,Detroit",1,1968,3/8/1968,,22,39,20,0,6/22/1990,11/4/2007,3.5,4,Anger,68,,,,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,1,,,,22,22,0,2,0,3,1,0,Shoot,,,,3,1,2,2,0,3,0,0,0,,1,0,"21,32,36",,,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,,1,0,0,0,0,0,0,0,,1,,0,,11/5/2007,0,0,1,0,2,0,,,,3,1,3,17,1990,2007,0,1,1,0,0,0,0,0,0,0,0,0,1900,1990,,,0,3
"Chauke,Elias",Serial,1,2,0,0,5,S.Africa,Gauteng,,Pretoria,0,1971,,,30,30,30,0,2002,11/14/2002,8.31,3.01,Enjoyment-Rape,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,30,30,0,"1,5",1,0,0,0,"Bludgeon,Strangle",,,,2,0,5,,,,,,0,,1,0,,,,,1,0,,,,,,,,0,0,0,,,,,0,1,0,0,0,0,0,0,,,,,,,,0,,,2,0,,,,5,,,0,2002,2002,0,1,0,0,0,0,0,0,0,0,0,0,2000,2000,,,0,5
"Chaulk,RobertMatthew",Serial-Twoevents,1,1,1,0,3,Canada,Manitoba,,"St.James,Windsor",0,1970,,,15,29,10,0,9/3/1985,1/1/1999,7.1,1.11,FinancialGain-Robbery-Homeinvasion,,,,,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,1,0,,,,,,,15,15,0,4,1,,0,0,Stab,,,,3,2,1,1,3,0,0,0,0,,1,0,"37,39,83",,,,0,0,1,,,0,0,0,,0,0,0,0,0,,,1,0,0,0,0,0,0,0,,,,,,1999,0,0,1,1,2,0,,,,3,3,3,14,1985,1999,0,0,1,1,0,0,0,0,0,0,0,0,1900,1980,Onparoleformurderduringsecondmurder,,0,3
"Chavers,UlisaM.",Serial,1,2,0,0,3,US,VA,"Amelia,Louisa",,1,1949,,,45,57,40,0,1994,2006,5,1.3,FinancialGain-BlackWidow,,,,,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,45,45,0,3,0,3,0,0,Poison,,,,3,2,1,1,3,0,0,0,0,,1,0,"53,68,69",,,,0,0,1,,,0,0,0,,0,0,0,0,0,,,0,0,1,0,0,1,0,0,,1,,,,,0,0,1,0,2,0,,,,3,2,2,12,1994,2006,0,1,1,0,0,0,0,0,0,0,0,0,1900,1990,,,0,3
"Chavez,Ignacio",Serial-Team-Twomurders,1,3,0,0,2,US,CA,LosAngeles,"Vernon,Pasadena",1,1953,,,45,46,40,0,1/14/1999,5/15/2000,6.1,1.12,FinancialGain-Robbery-Retail,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,45,0,2,0,3,,1,Shoot,"Chavez,Ramon;Chavez,Ignacio",Family-Brother,1,3,1,1,0,0,0,2,0,0,,1,0,39,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,1,0,0,0,0,0,0,0,,,,,,,0,0,,0,2,0,,,,2,,2,1,1999,2000,0,1,1,0,0,0,0,0,0,0,0,0,1900,1990,,,0,2
"Chavez,Juan",Serial,1,2,0,0,5,US,CA,LosAngeles,"LosAngeles,LafayettePark,WestHollywood,Alhambra",1,1964,,,22,24,20,0,9/16/1986,11/5/1989,8.6,4.1,Anger-Missionary-GayMen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,22,22,0,5,1,,0,0,Strangle,,,,1,5,0,1,5,0,0,0,0,,1,0,"45,46,48,52,57",,,,0,0,1,0,1,0,1,0,0,0,0,0,1,0,,,1,0,0,0,0,0,0,0,,1,,0,,1989,0,0,1,0,2,0,9/9/1999,1,6,5,5,5,3,1986,1989,0,0,0,1,0,0,0,0,0,0,0,0,1900,1980,LosAngelesATMKiller,,0,5
"Chavez,JuanRodriguez",Serial,1,3,0,0,12,US,TX,Dallas,Dallas,1,1968,4/27/1968,US-IN-FortWayne,17,27,10,0,12/28/1985,7/22/1995,8.32,1.13,FinancialGain-Robbery-RandomStreet,,1,5,8,0,10,2,17,1,,9,GED,,,,,0,,,,,0,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,17,27,1,2,0,3,,0,Shoot,,,,1,12,0,3,1,0,11,0,0,,1,0,"17(2),22,23,24,27,29,31,40,41,53",,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,1,0,0,0,0,0,0,0,0,1,,0,,1995,0,0,0,0,3,1,4/22/2003,0,1,12,0,2,10,1985,1995,0,0,1,1,0,0,0,0,0,0,0,0,1900,1980,,,0,6+
"Chavez,Lorenzo#23355",Serial,1,3,0,0,4,US,NM,"Curry,SantaFe","Clovis,SantaFe",1,1951,8/12/1951,,21,47,20,0,8/19/1972,9/15/1998,11,4,Anger,70,,,,,,,,,,12,Diploma,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,21,0,"2,4",1,3,,0,"Shoot,Stab",,,,1,4,0,,,,2,,,,1,0,"30,34,47",,,,0,0,0,,,0,0,0,,0,0,0,0,0,,,1,0,0,0,0,0,0,0,,,,,,,1,0,1,0,2,0,,,,4,1,3,26,1972,1998,0,0,1,1,1,0,0,0,0,0,0,0,1900,1970,,,0,4
"Chavez,RamonCervantes",Serial-Team-Twomurders,1,3,0,0,2,US,CA,LosAngeles,"VanNuys,Vernon",1,1962,,,36,37,30,0,1/14/1999,8/13/2000,6.1,1.12,FinancialGain-Robbery-Retail,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,36,0,2,0,3,,1,Shoot,"Chavez,Ramon;Chavez,Ignacio",Family-Brother,1,1,2,0,,,0,1,,,,1,0,"26,29",,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,1,0,0,0,0,0,0,0,,,,,,,0,0,1,,2,0,,,,2,1,2,1,1999,2000,0,1,1,0,0,0,0,0,0,0,0,0,1900,1990,,,0,2
"Cheatham,StevenDewayne",Serial-Organizational-Gang,1,2,0,0,2,US,CA,LosAngeles,Compton,1,1977,4/23/1977,US-CA-LosAngles,21,24,20,0,12/20/1998,7/1/2001,8.3,8,GangActivity,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,21,0,2,0,3,,1,Shoot,Gangmembers,Gang/CriminalEnterprise,,3,1,1,7,0,1,1,0,0,,1,1,"14,33",,,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,,1,0,0,0,0,0,0,0,,1,,,,,0,0,0,0,3,,,,,2,0,2,3,1998,2001,0,1,1,0,0,0,0,0,0,0,0,0,1900,1990,,,1,2
ChenYongfeng,Serial,1,4,0,0,20,China,Zhejiang,,Wenzhou,0,1983,,,20,20,20,0,2003,2003,6.13,1.1,FinancialGain-Robbery,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,20,0,,,,,0,,,,,1,10,0,4,0,0,0,10,0,,1,0,,,,,0,,1,,,,,,,0,0,0,0,0,,,0,0,0,0,1,0,1,0,,,,,,5/24/2003,0,0,,0,3,,,,,10,,10,0,2003,2003,0,1,0,0,0,0,0,0,0,0,0,0,2000,2000,,,0,6+
ChenZhaofeng,Serial-Twomurders,1,4,0,0,2,China,,,,0,1980,,China-Heilongjian-Mudanjiang,21,22,20,0,6/2/2001,1/11/2002,8.31,1.13,FinancialGain-Robbery-RandomStreet,,1,,,0,1,4,0,,,,None,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,21,0,1,1,,0,0,Bludgeon,,,,2,0,2,4,0,0,0,2,0,,1,0,"22,32",,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,1,0,0,0,0,0,0,0,,1,,0,,1/23/2002,,0,1,0,3,,,,,2,2,2,1,2001,2002,0,1,0,0,0,0,0,0,0,0,0,0,2000,2000,,,0,2
"Chen,Fuzhao",Serial,1,4,0,0,16,China,Zhejiang,Cangnan,Longgang,0,1974,,,29,29,20,1,5/25/2003,6/27/2003,1.2,3.02,Enjoyment-Norape,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,29,0,3,0,3,0,0,Poison,,,,3,15,1,4,0,0,0,16,0,,1,0,,,,,0,0,1,0,1,0,0,0,,0,0,0,0,0,,,1,0,0,0,0,0,0,0,,,,,,2003,0,0,,0,3,1,12/30/2003,0,1,16,,16,0,2003,2003,0,1,0,0,0,0,0,0,0,0,0,0,2000,2000,,,0,6+
"Chen,Hsing-Chin",Serial-Twoevents,1,3,0,0,4,Taiwan,,,,0,1980,6/23/1980,,16,17,10,0,4/20/1997,10/23/1997,,1.56,FinancialGain-Ransom,,,,,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,16,0,"2,5",1,3,,0,"Shoot,Strangle",,,,3,2,2,4,0,0,0,4,0,,1,0,16,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,11/18/1997,0,0,,,3,1,10/6/1999,0,1,4,,4,0,1997,1997,0,0,1,0,0,0,0,0,0,0,0,0,1900,1990,,,0,4
"Chen,Kun-ming",Serial,1,4,0,0,3,Taiwan,,,,0,1982,,,21,28,20,0,2003,2010,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,21,0,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,3,,,,,3,,3,7,2003,2010,1,1,0,0,0,0,0,0,0,0,0,0,2000,2000,,,0,3
ChengRuilong,Serial,1,4,0,0,11,China,Guangdong,,,0,1973,,,22,31,20,0,1996,2005,8.33,1.1,FinancialGain-Robbery,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,22,22,0,,,,,0,,,,,3,,,4,0,0,0,11,0,,1,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005,,0,0,0,3,1,11/2/2010,0,1,11,,11,9,1996,2005,0,1,1,0,0,0,0,0,0,0,0,0,1900,1990,,,0,6+
"Cherry,ErvinE.#107331",Serial,1,2,0,0,3,US,FL,"Putnam,St.Johns",Hastings,1,1966,3/26/1966,,27,27,20,1,11/22/1993,2/5/1994,1.3,4.13,Anger-LostControl,74,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,1,,1,1,27,27,0,5,1,,0,0,Strangle,,,,2,0,3,2,0,3,0,0,0,,1,0,"30,31,52",,,,1,0,,0,,0,0,0,,0,0,0,0,0,,,0,0,0,0,1,0,0,0,,1,,,,2/21/1994,0,0,1,0,2,0,,,,3,3,3,1,1993,1994,0,0,1,0,0,0,0,0,0,0,0,0,1900,1990,,,0,3
"Chester,Elroy#00999280",Serial,1,2,0,0,5,US,TX,Jefferson,PortArthur,1,1969,6/14/1969,US-TX-JefersonCounty,28,28,20,1,9/20/1997,2/6/1998,7.1,4.12,Anger-Racial,70,,,,,,,,,,12,Diploma,69,77,70,69,0,,,,,0,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,1,Laborer,1,1,28,28,0,2,0,3,1,0,Shoot,,,,3,3,2,7,4,1,0,0,0,,1,0,"35,49,78,87",,,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,,1,0,0,0,0,0,0,0,0,1,,,,1998,0,0,1,0,3,1,6/19/2013,0,1,5,5,1,1,1997,1998,0,0,1,0,0,0,0,0,0,0,0,0,1900,1990,,,0,5
"Chiatti,Luigi",Serial-Twomurders,1,1,1,1,2,Italy,Umbria,,Foligno,0,1968,2/27/1968,,24,25,20,1,10/4/1992,8/8/1993,,3,Enjoyment,,4,,,1,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,24,24,0,,,,,0,,,,,1,2,0,1,2,0,0,0,0,3,0,1,"4,13",,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,8/8/1993,0,0,1,0,2,0,,,,2,2,1,1,1992,1993,0,0,1,0,0,0,0,0,0,0,0,0,1900,1990,,,0,2
"Chikatilo,AndreiRomanovich(Tschikatilo)",Serial,1,1,1,0,53,Russia,,,,0,1936,10/16/1936,Russia-Ukraine-Yablochnoye,42,54,40,0,12/22/1978,11/6/1990,1.2,3.01,Enjoyment-Rape,71,1,1,18,0,2,3,1,1,1,16,Bachelor's,,,,,1,1,0,0,0,0,1,3,1,0,0,1,0,1,0,1,0,0,1,1,0,1,1,1,3,3,0,0,1,2,2,0,0,3,Travelingsalesperson,1,0,42,42,0,4,1,3,0,0,Stab,,,,3,,,1,52,0,0,0,0,345,1,1,"7,9(2),10(2),11,12,13(3),14(2),15,16(2),17(3),19(3),22(2),24(2),44",4,3,"4,2",1,1,1,1,0,0,1,1,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,3,2,2,0,None,1990,,0,1,1,3,1,2/14/1994,0,1,53,56,52,12,1978,1990,0,0,1,1,1,0,0,0,0,0,0,0,1900,1970,,,0,6+
"Childers,JamesE.",Serial,1,1,1,0,3,US,WV,"Braxton,Harrison","Clarksburg,Philippi",1,1964,2/8/1964,,39,45,30,0,2/6/2004,5/25/2009,8.5,4.11,Anger-Revenge,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Handyman,0,0,39,39,0,"1,2",1,3,,0,"Bludgeon,Shoot",,,,3,1,2,1,3,0,0,0,0,,1,0,"28,45,78",,,,0,0,1,,,,,,,0,0,0,0,0,,,0,0,1,0,0,0,0,0,,,,,,6/2/2009,0,0,1,0,5,0,6/2/2009,1,6,3,5,0,5,2004,2009,0,1,0,0,0,0,0,0,0,0,0,0,2000,2000,,,0,3
"Childs,John",Serial,,,,,6,England,,,,0,,,,,,,,1974,1978,,1.55,FinancialGain-Contractkiller,,,,,,,,,,,,,,,,,1,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,1,2,2,1,,1,,1,1,,,0,2,0,3,,,Shoot,,,,,,,1,6,0,0,0,0,,1,0,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,1979,0,0,,,,,,,,6,,6,4,1974,1978,0,0,0,0,1,0,0,0,0,0,0,0,1900,1970,,,0,6+
"Childs,Terry",Serial,1,1,1,0,4,US,"CA,NV","SantaClara,SantaCruz,Washoe","SantaClara,ScottsValley,Sparks",1,1956,,,23,29,20,0,7/10/1979,10/10/1985,8.31,3.01,Enjoyment-Rape,,,,,0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,23,0,"2,4",1,3,,0,"Shoot,Stab",,,,2,0,4,1,4,0,0,0,0,,1,0,"17,19,28,32",,,,1,1,1,,,,,0,,0,0,0,0,0,,,0,0,0,0,1,1,0,0,,1,,,,,0,0,1,0,2,0,,,,4,12,3,6,1979,1985,0,0,0,1,1,0,0,0,0,0,0,0,1900,1970,,,0,4
"Chinn,SamIII",Serial,1,2,0,0,3,US,"NY,TX","Onondaga,Tarrant","Syracuse(1995),Ft.Worth(1989)",1,1960,4/12/1960,US-NewYork,29,35,20,1,10/4/1989,11/16/1995,8.5,4.13,Anger-LostControl,73,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,1,Handyman,1,1,29,29,0,"4,5",1,,0,0,"Stab,Strangle",,,,2,0,3,2,0,3,0,0,0,,1,0,"34,46,89",,,,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,,,,0,,1995,0,0,1,0,2,0,,,,3,2,2,6,1989,1995,0,0,1,1,0,0,0,0,0,0,0,0,1900,1980,,,0,3
"Chivers,Marc",Serial-Twomurders,1,1,1,1,2,"England,Germany",EastEngland,Essex,Chelmsford,0,1967,,,25,42,20,1,6/23/1992,12/17/2009,5.7,4,Anger,,,,,,,,,,,,,119,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,1,1,0,1,0,,,1,,1,1,25,25,0,5,1,,0,0,Strangle,,,,2,0,2,1,2,0,0,0,0,,1,0,"23,50",,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,1,,,,2009,,0,1,0,,,,,,2,2,,17,1992,2009,0,1,1,0,0,0,0,0,0,0,0,0,1900,1990,,,0,2
"Choo,CatherineTanMui",Serial-Team-Twomurders,2,1,0,0,2,Singapore,,,,0,1957,,,24,24,20,1,1/25/1981,2/7/1981,8.36,3.02,Enjoyment-Norape,,1,,,0,1,1,3,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,24,0,,,,,1,,"Choo,Catherine;Lim,Adrian;Hong,HoeHong",,1,3,1,1,4,0,0,0,2,0,3,0,1,"9,10",,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,2,,,0,1981,1981,0,0,0,1,0,0,0,0,0,0,0,0,1900,1980,,,0,2
"Choosri,Para",Serial-Twomurders-Accused,1,4,0,0,2,Thailand,,,"Bangkok,ChiangMai",0,1962,,,44,53,40,0,2006,2015,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,44,44,0,,,,,0,,,,,2,0,2,4,0,0,0,2,0,,1,0,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,,0,1,,,,,,,2,1,,9,2006,2015,1,1,0,0,0,0,0,0,0,0,0,0,2000,2000,,,0,2
"Chowdhury,Ajay",Serial-Team,1,4,0,0,12,"India,Vietnam",,,,0,,,,,,,,1972,1976,8.3,1.13,FinancialGain-Robbery-RandomStreet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"Chowdhury,Ajay;Leclerc,Marie-Andree;Sobhraj,Charles",,3,3,5,5,7,10,0,0,0,0,,1,0,"25,26,29,29",,,,0,0,,,,,,0,0,0,0,0,0,0,,,0,,,,,,,0,,1,,0,,,,0,0,0,,,,,,12,0,0,4,1972,1976,0,0,0,0,1,0,0,0,0,0,0,0,1900,1970,,,0,6+
"Choyce,WilliamJennings",Serial,1,2,0,0,3,US,CA,"SanJoaquin,Alameda","Stockton,Oakland",1,1953,12/19/1953,US-CA-AlamedaCounty,34,43,30,0,4/3/1988,8/11/1997,1.1,3.01,Enjoyment-Rape,,1,,,0,,,3,,,,,,,,,,,,,,0,,,0,0,,,,,0,,,,1,1,0,,1,,,,,,1,2,,,,1,Trashhauler,1,1,34,34,0,2,0,3,1,0,Shoot,,,,2,0,3,2,0,3,0,0,0,,1,0,"26,34,36",,,,1,0,,0,1,,1,0,,0,0,0,1,0,,,0,0,0,0,1,0,0,0,,,,,,,0,0,0,0,3,,,,,3,0,3,9,1988,1997,0,0,1,1,0,0,0,0,0,0,0,0,1900,1980,,,0,3
"Christenson,WilliamDean",Serial,1,1,1,0,4,"US,Canada",PA/MD,"Lackawanna,Philadelphia",Montreal/Scranton/Philadelphia,1,1945,,US-MD-Bethesda,36,37,30,0,4/27/1982,12/4/1983,8.33,11,Multiplemotives,73,1,,,0,3,3,2,1,1,12,Diploma,134,,,,,,,,,0,,,,,,,,,,,,,,,,1,1,,,,,,0,4,2,,,1,Automechanic,1,1,36,36,0,4,1,3,0,0,Stab,,,,3,,,,,,,,,,1,0,"23,26,27,51",,,,1,0,,1,0,,,1,,0,0,0,0,0,,,0,0,0,1,0,0,0,0,1,2,,0,,1984,0,0,0,0,2,0,,,,4,0,1,1,1982,1983,0,0,0,1,0,0,0,0,0,0,0,0,1900,1980,,,0,4
"Christian,JamesEdward#030161",Serial,1,1,1,1,3,US,FL,Orange,Orlando,0,1944,10/12/1944,,26,26,20,1,12/6/1970,12/10/1970,8.31,3,Enjoyment,72,1,,,0,,,,,,11,None,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,4,,,,1,Constructionworker,1,1,26,26,0,"1,4",1,3,0,0,"Bludgeon,Stab",,,,2,0,3,1,3,0,0,0,0,,1,0,"20,22,22",,,,,,,,,0,0,1,,0,0,0,0,0,,,1,0,0,,,0,0,0,1,,,,,1970,0,0,1,0,2,0,,,,3,3,2,0,1970,1970,0,0,0,0,1,0,0,0,0,0,0,0,1900,1970,,,0,3
"Christiansen,ThorNis",Serial,1,1,1,0,4,US,CA,"SantaBarbara,LosAngeles","Goleta,SantaBarbara,LosAngeles",1,1957,12/28/1957,Denmark,18,21,10,0,11/20/1976,5/26/1979,8.31,3.01,Enjoyment-Rape,,1,,,0,,,,,,11,None,,,,,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,Gasstationattendant,1,1,18,18,0,2,0,3,1,0,Shoot,,,,2,0,4,7,3,1,0,0,0,4,1,0,"19,21,21,22",,,,1,0,1,0,1,,0,0,,1,0,0,0,0,,,0,0,0,0,1,0,0,0,0,1,,,,7/11/1979,0,0,1,4,2,0,3/30/1981,0,2,4,3,3,3,1976,1979,0,0,0,0,1,0,0,0,0,0,0,0,1900,1970,,,0,4
"Christianson,William",Serial-Twomurders,1,,,,2,US,CA,LosAngeles,,1,,,,,,,,6/29/1980,9/12/1980,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,3,1,1,,,,,,,,1,0,"23,29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,,,,,,2,,,0,1980,1980,0,0,0,1,0,0,0,0,0,0,0,0,1900,1980,,,0,2
